x,y,mon,target_temp,target_RH,target_wind,target_rain,prev_temp,prev_RH,prev_wind,prev_rain,prev_avg_neighbor_temp,prev_avg_neighbor_RH,prev_avg_neighbor_wind,prev_avg_neighbor_rain
4,5,aug,21.04,47.4,3.12,0.0,22.9,40.0,1.3,0.0,20.5,41.888888888888886,4.377777777777777,0.0
4,5,sep,18.758333333333333,35.166666666666664,3.8000000000000007,0.0,21.04,47.4,3.12,0.0,20.555297619047618,52.00833333333333,4.600238095238097,0.04
4,6,mar,12.3,42.5,4.0,0.0,15.4,40.0,2.7,0.0,12.149999999999999,54.0,2.9,0.0
5,4,mar,14.399999999999999,32.5,5.85,0.0,9.95,49.5,5.1,0.0,7.912499999999999,63.125,3.925,0.0
5,4,apr,17.6,27.0,5.8,0.0,14.399999999999999,32.5,5.85,0.0,13.78357142857143,37.36190476190477,5.270238095238095,0.0
5,4,aug,22.714285714285715,46.0,4.871428571428572,0.19999999999999998,19.3,39.0,7.2,0.0,25.083333333333332,36.91666666666667,2.725,0.0
5,4,sep,18.36,47.7,3.45,0.0,22.714285714285715,46.0,4.871428571428572,0.19999999999999998,20.70163265306122,48.89795918367347,3.854285714285715,0.005714285714285714
5,6,sep,20.299999999999997,47.0,3.8,0.0,24.3,33.0,3.6,0.0,21.7025,52.925,3.7875,0.0
6,3,mar,15.2,31.0,8.5,0.0,9.45,46.5,3.35,0.0,7.738888888888888,63.5,5.488888888888888,0.0
6,3,apr,14.45,42.0,6.050000000000001,0.0,15.2,31.0,8.5,0.0,13.45,40.375,4.4125000000000005,0.0
6,3,aug,19.1,40.0,3.35,0.0,26.3,39.0,3.1,0.0,20.79,44.5,5.17,0.0
6,3,sep,20.16,41.86666666666667,3.62,0.0,19.1,40.0,3.35,0.0,21.150000000000002,46.166666666666664,4.433333333333333,0.09047619047619047
6,3,oct,21.7,24.0,4.5,0.0,20.16,41.86666666666667,3.62,0.0,18.413749999999997,45.87916666666666,3.38125,0.0
6,3,nov,11.8,31.0,4.5,0.0,21.7,24.0,4.5,0.0,16.4875,34.875,3.5125,0.0
6,4,mar,14.600000000000001,38.5,2.45,0.0,5.1,77.0,5.4,0.0,8.129166666666666,58.75,4.616666666666666,0.0
6,4,apr,9.3,44.0,4.5,0.0,14.600000000000001,38.5,2.45,0.0,12.601428571428572,40.1,5.835714285714286,0.0
6,4,sep,18.5,41.5,2.7,0.0,21.8,37.5,3.55,0.0,20.71166666666667,53.82777777777778,4.341111111111111,0.4452380952380952
6,5,mar,12.26,38.2,5.05,0.0,4.949999999999999,75.0,4.05,0.0,7.738888888888888,63.5,5.488888888888888,0.0
6,5,apr,7.5,57.333333333333336,4.8999999999999995,0.0,12.26,38.2,5.05,0.0,13.241666666666667,44.666666666666664,4.658333333333333,0.0
6,5,may,11.3,94.0,4.9,0.0,7.5,57.333333333333336,4.8999999999999995,0.0,13.433333333333335,48.666666666666664,4.033333333333334,0.0
6,5,sep,19.51111111111111,41.27777777777778,3.6666666666666665,0.0,21.119999999999997,48.3,3.9799999999999995,0.0,22.5,48.73809523809524,4.202380952380953,0.38163265306122446
6,6,aug,27.35,36.0,3.5500000000000003,0.0,23.0,36.0,3.1,0.0,19.75,59.0,6.5,0.1
7,4,mar,13.8,44.5,3.55,0.0,8.166666666666666,64.0,5.966666666666666,0.0,6.5,66.16666666666667,4.266666666666667,0.0
7,4,jul,22.28,50.0,3.14,0.0,21.0,44.0,4.5,0.0,17.3,55.3125,2.925,0.0
7,4,aug,18.935714285714287,55.0,4.878571428571428,0.07142857142857142,22.28,50.0,3.14,0.0,26.3,39.0,3.1,0.0
7,4,sep,18.381249999999998,48.4375,3.9937500000000004,0.0,18.935714285714287,55.0,4.878571428571428,0.07142857142857142,22.30333333333333,42.327777777777776,3.824444444444444,0.39999999999999997
7,4,oct,15.175,42.75,3.0250000000000004,0.0,18.381249999999998,48.4375,3.9937500000000004,0.0,19.970185185185183,43.35740740740741,3.464444444444444,0.0
7,5,apr,13.4,75.0,1.8,0.0,8.2,51.0,6.7,0.0,13.202499999999999,46.4875,3.825,0.0125
7,5,sep,20.150000000000002,41.5,4.35,0.0,25.100000000000005,53.666666666666664,4.466666666666667,2.4,22.467202881152463,42.28655462184874,3.9247539015606243,0.013565426170468187
7,5,oct,16.1,44.0,4.0,0.0,20.150000000000002,41.5,4.35,0.0,18.54132936507936,48.9859126984127,3.1777976190476194,0.0
8,5,sep,17.8,67.0,2.2,0.0,25.4,30.5,3.1,0.0,21.440084033613445,51.07450980392157,4.091988795518207,0.49899159663865544
8,5,oct,16.7,47.0,4.9,0.0,17.8,67.0,2.2,0.0,20.33638392857143,43.16294642857143,3.693080357142857,0.0
8,6,jul,23.200000000000003,47.0,3.6,0.0,17.5,44.0,3.5500000000000003,0.0,25.1,41.0,2.9,0.0
8,6,aug,21.36470588235294,44.705882352941174,3.914705882352941,0.023529411764705882,23.200000000000003,47.0,3.6,0.0,19.75,59.0,6.5,0.1
8,6,sep,18.514285714285712,46.714285714285715,3.3285714285714287,0.0,21.36470588235294,44.705882352941174,3.914705882352941,0.023529411764705882,23.666666666666668,47.388888888888886,3.422222222222222,0.7999999999999999
8,6,oct,19.65,34.5,3.35,0.0,18.514285714285712,46.714285714285715,3.3285714285714287,0.0,18.975,54.25,3.275,0.0
9,4,jul,24.05,33.0,2.7,0.0,24.5,50.0,3.1,0.0,21.15,56.5,4.25,0.0
